,summary,Sommer,Herbst,Frühling,Winter,word
+2742 char+s,3.588869346076911,-0.09535305730939217,-0.5175502064579018,0.5257135090058013,-0.0806328763555251,+2742 char+s
zurück zumindest,4.762594002647769,0.994183452733008,-0.8005054772926995,-0.8067726374886647,-1.002935994242137,zurück zumindest
zumindest bißchen,5.4032342380894685,0.7928680533377699,-0.9267107062068906,-0.9329778664028558,-0.3010721121303442,zumindest bißchen
bißchen stuttgart,2.9140897512205672,0.6768329034459096,-0.3092705062516639,-0.3155376664476292,-0.5117010232011012,bißchen stuttgart
der tag+e,8.078375047069398,0.29682027307080877,-0.1291517525831116,0.6101883409799779,-0.8156568585048849,der tag+e
tag+e stark+reg+en,4.413965197219496,0.9597386806704811,-0.7244864221139984,-0.7307535823099636,-0.9269169390634358,tag+e stark+reg+en
stark+reg+en gewitter+n,9.885757237627589,0.9470422574546019,-0.13974029316264486,-1.5370752175474618,-0.9935401121882328,stark+reg+en gewitter+n
gewitter+n schwül+e,4.1736489546969295,0.9317857312765561,-0.6685037012123513,-0.6747708614083167,-0.8709342181617886,gewitter+n schwül+e
wechselhaftem,6.447396915634777,0.670541659631851,0.12331892525690652,-0.49102763221380286,-0.7190789328877639,wechselhaftem
schwül+e wechselhaft+em,3.771920952868024,0.8747356377415454,-0.5672974072059119,-0.5735645674018774,-0.7697279241553495,schwül+e wechselhaft+em
wechselhaft+em wetter,5.0178833291818155,0.7371245110677677,-0.8527211961578637,-0.25748315172491537,-0.45662206834682273,wechselhaft+em wetter
wetter für,3.396800455945023,0.8050019579168647,-0.4625469451405581,-0.4688141053365237,-0.6649774620899958,wetter für
nach vereinzel+t+en,3.194717317771464,0.7579764024684139,-0.40121160642027376,-0.40747876661623933,-0.6036421233697113,nach vereinzel+t+en
Unwettern,16.658090878642607,0.6458005143546932,-1.0929154832926247,-0.8668935204975166,-0.04690530812824105,Unwettern
vereinzel+t+en unwetter+n,3.128885415862217,0.7408014207890083,-0.38038984291169187,-0.38665700310765716,-0.5828203598611292,vereinzel+t+en unwetter+n
unwetter+n kopier+e,2.533752199139589,0.5208289313837051,-0.16941428566826297,-0.17568144586422835,-0.37184480261770037,unwetter+n kopier+e
nach unwetter+n,2.5632504957471585,0.5356056743999633,-0.18098917691964725,-0.18725633711561257,-0.38341969386908475,nach unwetter+n
unwetter+n bodensee,2.421694087125829,0.45910643747298197,-0.12418033020599538,-0.1304474904019609,-0.32661084715543287,unwetter+n bodensee
bodensee kündig+t,2.412443536234409,0.45357105050101937,-0.12035314823333852,-0.12662030842930388,-0.32278366518277607,bodensee kündig+t
kündig+t wetter+dienst,2.400941060845839,0.4465850575990159,-0.1155737681310482,-0.12184092832701349,-0.31800428508048567,kündig+t wetter+dienst
sonnige,17.54419445062875,-0.09207168056833655,-0.46354139433606406,0.43663578152909327,-0.028796673486688133,sonnige
wetter+dienst sonnig+e,2.389424697942535,0.439473295262491,-0.11076562375556584,-0.11703278395153127,-0.31319614070500335,wetter+dienst sonnig+e
sonnig+e tag+e,5.790826368796603,-0.452700521385844,-0.9959880038004286,1.082820905116562,-0.46357821531662485,sonnig+e tag+e
was hoch,2.3696006194793817,0.426946970203623,-0.10243442490509448,-0.10870158510105987,-0.304864941854532,was hoch
Luisa,2.955062903511336,0.6900868881901814,-0.3232329367216727,-0.32950009691763804,-0.5256634536711102,Luisa
hoch luisa,2.3652361016690895,0.4241394804424669,-0.10059084747951338,-0.10685800767547865,-0.30302136442895083,hoch luisa
luisa wetter,2.3549019891113208,0.4174186057227631,-0.09621210733646904,-0.10247926753243433,-0.29864262428590665,luisa wetter
wetter bedeut+et,2.350339390664608,0.4144179204612514,-0.09427273823358905,-0.10053989842955445,-0.2967032551830266,wetter bedeut+et
+1688,2.3274857314974238,0.3990706957836794,-0.08450159869766821,-0.09076875889363376,-0.2869321156471057,+1688
stark+reg+en +1688,2.3274857314974238,0.3990706957836794,-0.08450159869766821,-0.09076875889363376,-0.2869321156471057,stark+reg+en +1688
+1688 char+s,2.3243071350324014,0.39689320570616815,-0.08313498713480379,-0.08940214733076915,-0.2855655040842412,+1688 char+s
bißchen hier,2.7237796628645583,0.6072326618946999,-0.2417334966137986,-0.24800065680976396,-0.4441640135632359,bißchen hier
Donnerstagabend,7.926490665596065,0.6159830591146942,-0.7725043369290356,-1.3161905578224462,0.004959829102597457,Donnerstagabend
unwetter+n donnerstag+abend,2.543998539275055,0.5260254027126827,-0.17345007023928027,-0.1797172304352457,-0.3758805871887178,unwetter+n donnerstag+abend
verspricht,9.861938707164772,0.34882280197725585,0.4644888826205615,-0.612790445145498,-0.39515276163768037,verspricht
donnerstag+abend versprech+t,2.5122251759965635,0.5096826742508713,-0.16088188366043985,-0.16714904385640525,-0.36331240060987735,donnerstag+abend versprech+t
versprech+t deutsch+e,2.4868684683530526,0.4961398462735536,-0.15073727469388118,-0.15700443488984647,-0.3531677916433185,versprech+t deutsch+e
Sonnensch…,2.4478055734952013,0.4743461689558835,-0.13490493785001229,-0.1411720980459777,-0.3373354547994498,Sonnensch…
dwd sonnensch…,2.4478055734952013,0.4743461689558835,-0.13490493785001229,-0.1411720980459777,-0.3373354547994498,dwd sonnensch…
+1554,2.968506525328632,0.2674085763616411,-0.32777197186262497,-0.3340391320585902,0.04744885619940904,+1554
sonnensch… +1554,2.4335711545028946,0.46610775984063735,-0.1290727883836286,-0.13533994857959392,-0.3315033053330661,sonnensch… +1554
+1554 char+s,2.768471098608737,0.33051949029237243,-0.2580082168039525,-0.2642753769999178,-0.05549573352619636,+1554 char+s
woche+n+ende geb+t,3.7812744715473814,0.30902430595836,0.7595778600371326,-0.5760412737321245,-0.7722046304855966,woche+n+ende geb+t
geb+t herbst,5.494039196398325,-0.3826098988866088,1.3019822062064006,-0.9496438811903609,-1.145807237943833,geb+t herbst
herbst berlin,5.655892283516362,-0.3706911968009254,1.0941229279250588,-0.9786780429148244,-0.4789161138698738,herbst berlin
berlin erst+es,3.2651524672234746,0.2368172708825431,0.7038713482454977,-0.4292866182450466,-0.625449974998519,berlin erst+es
Gastspiel,4.536345526076915,-0.04392759297671738,0.30270172595954176,0.27959081143804126,-0.3186183013239656,Gastspiel
erst+es gast+spiel,3.238985206783388,0.29293407176531094,0.6395633907015701,-0.42124023210339995,-0.617403588856872,erst+es gast+spiel
War,11.233299223123526,0.17842582262016887,0.09501620887524188,-0.28277960935263974,-0.06275855553206837,War
gast+spiel sei,3.2731220528898843,0.37743230795650784,0.5521472233326999,-0.43172444479663263,-0.6278878015501049,gast+spiel sei
sei sommer,9.474582637545739,1.0048861747508753,0.051381500586956015,-1.4945928603323437,-1.690756217085816,sei sommer
woche+n+ende müss+en,5.880270983246041,0.31014263170281425,0.3187352964375324,0.015354642323858586,-0.5305403716193148,woche+n+ende müss+en
Pullis,4.246559779013762,0.3826662663226185,0.7699787911967403,-0.692089350524033,-0.888252707277505,Pullis
müss+en pulli+s,3.827219198883313,0.4866369759526129,0.5635378019800484,-0.5881186408940388,-0.7842819976475106,müss+en pulli+s
Schrank,9.501930753943798,-0.5260981422357657,-0.3898411210081658,0.3640386357188471,0.19241980064300965,Schrank
pulli+s schrank,3.6192222647977808,0.43913771420118536,0.5753947354287852,-0.5322393179187609,-0.7284026746722331,pulli+s schrank
geholt,4.94692430169235,0.4636325175108923,0.5548720034179669,-0.8447461894091062,-0.6075617074238727,geholt
schrank ge+hol+t,3.536714384220356,0.4201706443115983,0.577690605979981,-0.5091783152481286,-0.7053416720016007,schrank ge+hol+t
der aussicht+en,6.769020719121376,0.34386052720944393,0.6284403822496735,-1.1583365855472971,-0.41893429069506727,der aussicht+en
mensch+en berlin,8.154821593907561,-0.05784516267199041,-0.8345410239147254,0.2034196877992803,0.16739130358697546,mensch+en berlin
berlin brandenburg,138.9062111520409,0.4960363969898946,-1.0907110867208287,-0.5057207895081972,0.045178727780701054,berlin brandenburg
kühle…,2.451472856386793,0.2200333424695307,0.35280006989509693,-0.14266916894284953,-0.3388325256963215,kühle…
brandenburg kühle…,2.451472856386793,0.2200333424695307,0.35280006989509693,-0.14266916894284953,-0.3388325256963215,brandenburg kühle…
+2214,3.5401073876148583,0.045056699705758804,0.41486022969404796,0.22012947627056276,-0.4577946329086947,+2214
kühle… +2214,2.44288647531699,0.21571237319149628,0.3522589575136303,-0.1391604809627842,-0.33532383771625623,kühle… +2214
+2214 chars,3.014043642489007,0.20025500603543245,0.13919354569074413,0.37750755335561803,-0.5454260959181713,+2214 chars
Pulloverwetter,4.341807274577729,0.9517504312617588,-0.7080036830921036,-0.714270843288069,-0.9104342000415411,Pulloverwetter
wetter+aussicht+en pullover+wetter,3.7792581399736696,0.8759190971469101,-0.5692407300498045,-0.57550789024577,-0.7716712469992419,wetter+aussicht+en pullover+wetter
pullover+wetter samstag,5.311641341975181,1.0375408229408936,-0.9096138903870952,-0.9158810505830606,-1.1120444073365328,pullover+wetter samstag
samstag sommerlich,7.677697338943649,1.1449819144440476,-1.278032675490406,-1.284299835686371,-1.4804631924398433,samstag sommerlich
sommerlich neu+en,4.910930368124401,1.0070486972219306,-0.8311764071454969,-0.8374435673414623,-1.0336069240949344,sommerlich neu+en
neu+en woche,26.353110139989397,0.47751091029337467,-0.7193342389635066,0.10455794037932756,-0.2619513604227253,neu+en woche
woche hier,6.592658654591496,0.714476469522337,-1.125669703823736,-1.1319368640197014,-0.09025150939978312,woche hier
sie pullover+wetter,2.6437357550159426,0.57324488949392,-0.21190597457019922,-0.2181731347661646,-0.4143364915196368,sie pullover+wetter
breitet,8.722462826449979,-0.08995351573505132,0.3487110282207239,0.9095204969304609,-1.6080451481651061,breitet
woche+n+ende breit+et,2.956622364381655,0.690580682997129,-0.3237605226251244,-0.33002768282108974,-0.526191039574562,woche+n+ende breit+et
breit+et deutschland,2.849262933186992,0.6546960788818924,-0.2867733398441714,-0.2930405000401368,-0.4892038567936088,breit+et deutschland
deutschland kühl+er+e,2.790289230883001,0.6332005635968221,-0.2658582563892816,-0.27212541658524697,-0.468288773338719,deutschland kühl+er+e
luft sorg+t,4.275073897724564,0.9440626669136344,-0.692514387202667,-0.6987815473986325,-0.8949449041521045,luft sorg+t
kurzzeitig,10.023087515613657,0.7421686041750404,0.18388840513542815,-0.9974968988522406,-0.7532832236886083,kurzzeitig
sorg+t kurzzeitig,2.694895355638945,0.5953324525971071,-0.2310723734765372,-0.2373395336725026,-0.43350289042597473,sorg+t kurzzeitig
herbstliches,3.1386524735339867,0.4038858346894948,0.08254773127401942,-0.38977371839538,-0.24848468728829914,herbstliches
kurzzeitig herbstlich+es,2.646461615737061,0.5744558855157468,-0.21293650737316294,-0.2192036675691282,-0.4153670243226005,kurzzeitig herbstlich+es
Intermezzo,13.215114883921444,0.06991582409714074,-0.34245215812281904,-1.8273414006087967,0.3786839124657125,Intermezzo
herbstlich+es intermezzo,2.6190166398103347,0.5620792231313148,-0.2025119179489406,-0.208779078144906,-0.40494243489837817,herbstlich+es intermezzo
Lediglich,3.466711593136396,0.4279854906350206,-0.48291947589972195,-0.4891866360956872,-0.009891640813942247,Lediglich
lediglich süd+westen,2.574608376844912,0.5411483969562132,-0.18541043483308348,-0.1916775950290489,-0.38784095178252087,lediglich süd+westen
süd+westen grad,2.539848449946544,0.5239289706605386,-0.17181741282092264,-0.17808457301688813,-0.3742479297703602,süd+westen grad
ansonsten,3.5596853959618793,0.5093298803165622,0.11682895248746482,-0.5156523281799589,-0.37152268865921784,ansonsten
erreich+t ansonsten,2.5220232663771105,0.5147949422222357,-0.16477446181368682,-0.1710416220096521,-0.3672049787631243,erreich+t ansonsten
20-Grad-Marke,6.520708027026075,-0.31103580922161034,0.4075097904850556,0.6214289276396117,-0.5707469043280992,20-Grad-Marke
ansonsten 20-grad-mark+e,2.5029814365567233,0.5047986024120963,-0.15719559489050056,-0.16346275508646596,-0.35962611183993803,ansonsten 20-grad-mark+e
+1513,2.6252668925060476,0.21130759974794294,-0.2048955631567441,-0.21116272335270944,0.01189890731886533,+1513
20-grad-mark+e +1513,2.268951132711593,0.3571724953204622,-0.059030667584224955,-0.06529782778019028,-0.26146118453366235,20-grad-mark+e +1513
+1513 chars,2.2660765642547216,0.3550119332486578,-0.05776294926630886,-0.06403010946227417,-0.26019346621574624,+1513 chars
woche kurz,3.20880396295434,0.7615230611276455,-0.4056112694457539,-0.41187842964171933,-0.6080417863951914,woche kurz
kühl,17.133846754959844,0.49575380629773136,0.9497753628530913,-1.073896906225985,-1.7071593891285977,kühl
kurz kühl,3.3917438700161036,0.8039186937225612,-0.46105720400569744,-0.4673243642016628,-0.663487720955135,kurz kühl
kühl samstag,4.046887355123996,0.9153424006637106,-0.6376610302847217,-0.6439281904806868,-0.840091547234159,kühl samstag
lohnt,12.407287121275212,-0.07100035991343118,-0.17038724706096878,0.2860399346755066,-0.037333529422368,lohnt
samstag lohn+t,3.238370443440415,0.768827055488738,-0.4147832526731615,-0.42105041286912687,-0.6172137696225991,samstag lohn+t
lohn+t viel+en,3.133791234395991,0.7421165940015434,-0.3819565275135598,-0.38822368770952503,-0.584387044462997,lohn+t viel+en
viel+en teil+en,11.085807222543929,-0.45576840662433893,-0.7505475161441771,-0.8374636384755964,0.5485750087333742,viel+en teil+en
Jacke,13.233646801853268,0.43756337545508517,0.11769167785218045,0.1627438960034302,-0.6890881846468844,Jacke
deutschland+s jacke,3.114657247769504,0.736953721448024,-0.375832112312486,-0.3820992725084514,-0.5782626292619235,deutschland+s jacke
mitunter,6.932077617396136,0.4970481319948457,-1.175872567706591,-0.2832147252611925,-0.011253603085468111,mitunter
jacke mitunter,3.15803548262456,0.7485312537539958,-0.3896631505061501,-0.3959303107021155,-0.5920936674555877,jacke mitunter
mitunter regen+schirm,3.288733323469173,0.7808493560466361,-0.4302154815244689,-0.4364826417204343,-0.6326459984739063,mitunter regen+schirm
dabeizuhaben,3.4195192094576443,0.8098152108801365,-0.4692129581079086,-0.475480118303874,-0.671643475057346,dabeizuhaben
regen+schirm dabei+zu+hab+en,3.4195192094576443,0.8098152108801365,-0.4692129581079086,-0.475480118303874,-0.671643475057346,regen+schirm dabei+zu+hab+en
danach zeig+t,3.7200207368703833,0.8661895849071676,-0.5534422416429438,-0.559709401838909,-0.7558727585923812,danach zeig+t
Sommerwetterkurve,4.997058058092192,1.014097578132229,-0.8485623498300681,-0.8548295100260336,-1.0509928667795054,Sommerwetterkurve
zeig+t sommer+wetter+kurve,4.997058058092192,1.014097578132229,-0.8485623498300681,-0.8548295100260336,-1.0509928667795054,zeig+t sommer+wetter+kurve
sommer+wetter+kurve oben,3.091615715384086,0.7306153297303386,-0.36840683843627503,-0.37467399863224027,-0.5708373553857125,sommer+wetter+kurve oben
hin+zu+füg+en kurz,2.503799941265726,0.3943227724708833,0.11088628971125078,-0.16378971352723973,-0.359953070280712,hin+zu+füg+en kurz
zei…,2.7836862393433153,0.6307073482639602,-0.2634890336814946,-0.26975619387745997,-0.46591955063093204,zei…
danach zei…,2.2660765642547216,0.3550119332486578,-0.05776294926630886,-0.06403010946227417,-0.26019346621574624,danach zei…
zei… +1721,2.2633051696841617,0.35291927619792485,-0.056539208332463405,-0.06280636852842882,-0.2589697252819009,zei… +1721
+1557,2.1740840449613814,0.28003207700630045,-0.01632044603354575,-0.022587606229511094,-0.21875096298298316,+1557
20-grad-mark+e +1557,2.1740840449613814,0.28003207700630045,-0.01632044603354575,-0.022587606229511094,-0.21875096298298316,20-grad-mark+e +1557
+1557 chars,2.1713362159749185,0.27760188664406876,-0.015055744721490643,-0.021322904917455997,-0.21748626167092808,+1557 chars
besuchte,2.784927185167855,-0.042434238755386856,0.004474116420802555,-0.270201886817688,0.12498009198680186,besuchte
ich besuch+te,2.2331822486492894,0.17835990333850402,0.22526825851469331,-0.04940774472379729,-0.2455711014772693,ich besuch+te
Urlaubsort,2.6844216333678004,-0.0015373069435345476,0.0412305459060479,-0.23344545733244268,0.07439048682532001,Urlaubsort
besuch+te urlaub+s+ort,2.2360506154993165,0.18121679958279016,0.2239846524323726,-0.05069135080611799,-0.24685470755959013,besuch+te urlaub+s+ort
Kindheit,5.707967278894337,0.10030516292226115,-0.713167123002297,-0.2423035239386336,0.22402347699946426,Kindheit
urlaub+s+ort kindheit,2.240253140329817,0.18537469657282302,0.22210697553890682,-0.05256902769958366,-0.24873238445305587,urlaub+s+ort kindheit
erinnerte,2.2437253376807837,0.18878534057873056,0.2205582624654596,-0.05411774077303102,-0.2502810975265031,erinnerte
kindheit erinner+te,2.2437253376807837,0.18878534057873056,0.2205582624654596,-0.05411774077303102,-0.2502810975265031,kindheit erinner+te
Seeigel,2.2484811812608743,0.19342109006900482,0.21844088636671938,-0.056235116871771046,-0.2523984736252432,Seeigel
erinner+te see+igel,2.2484811812608743,0.19342109006900482,0.21844088636671938,-0.056235116871771046,-0.2523984736252432,erinner+te see+igel
FKK,2.250993953606242,0.19585388930389108,0.21732396826793018,-0.05735203497056036,-0.25351539172403253,FKK
see+igel fkk,2.250993953606242,0.19585388930389108,0.21732396826793018,-0.05735203497056036,-0.25351539172403253,see+igel fkk
Pommes,2.252431752971758,0.19724083563338174,0.21668543240299148,-0.05799057083549897,-0.25415392758897115,Pommes
fkk pommes,2.252431752971758,0.19724083563338174,0.21668543240299148,-0.05799057083549897,-0.25415392758897115,fkk pommes
Vater,9.453482588768205,0.5770144270833639,-0.7862039226373614,-0.1297861106402442,-0.25203938014617777,Vater
pommes vater,2.2578750177397087,0.20245831412144422,0.21427173076922149,-0.06040427246926916,-0.25656762922274134,pommes vater
vater premium,2.2601134962659715,0.20458880829573808,0.21328081248667558,-0.06139519075181493,-0.25755854750528695,vater premium
premium nach,2.2631006516201655,0.2074182721668973,0.21196000135954463,-0.06271600187894584,-0.2588793586324179,premium nach
nach frühstück,2.2662189296538853,0.21035549795391167,0.2105830711295457,-0.06409293210894489,-0.2602562888624169,nach frühstück
frühstück nehm+en,2.269849610477407,0.21375442171909592,0.20898226568900807,-0.06569373754948261,-0.26185709430295456,frühstück nehm+en
nehm+en urlauber+n,2.2789476745254262,0.22217423327961897,0.20498205393631092,-0.06969394930217962,-0.2658573060556517,nehm+en urlauber+n
urlauber+n klein+e,2.2850726873038347,0.22776557043038564,0.2022980096201501,-0.07237799361834055,-0.26854135037181265,urlauber+n klein+e
Taxiboot,2.2883260751391283,0.23071072232335832,0.2008752653754089,-0.07380073786308172,-0.2699640946165539,Taxiboot
klein+e taxi+boot,2.2883260751391283,0.23071072232335832,0.2008752653754089,-0.07380073786308172,-0.2699640946165539,klein+e taxi+boot
taxi+boot halbinsel,2.2968284412815887,0.2383278050404096,0.19716661134544364,-0.07750939189304679,-0.2736727486465189,taxi+boot halbinsel
halbinsel stadt,2.306909073554296,0.24721245636400468,0.19278727896551948,-0.08188872427297111,-0.2780520810264432,halbinsel stadt
Steg,2.3137171935477063,0.2531251543099926,0.18984043820126278,-0.08483556503722768,-0.28099892179069985,Steg
der steg,2.3137171935477063,0.2531251543099926,0.18984043820126278,-0.08483556503722768,-0.28099892179069985,der steg
Ankunft,2.322512134341553,0.2606611934645758,0.18604642771483254,-0.08862957552365797,-0.28479293227713015,Ankunft
steg ankunft,2.322512134341553,0.2606611934645758,0.18604642771483254,-0.08862957552365797,-0.28479293227713015,steg ankunft
ankunft ge+wander+t,2.3314710009219195,0.2682219510927421,0.18219644485672992,-0.09247955838176068,-0.28864291513523277,ankunft ge+wander+t
ge+wander+t lieg+t,2.3431428418607254,0.2779017522025258,0.17720272105978163,-0.0974732821787089,-0.29363663893218117,ge+wander+t lieg+t
direkt,17.254215476642543,-0.2793251259177087,0.4667671278351943,-0.12367270996671846,-0.0472907235679632,direkt
lieg+t direkt,2.3544087960974998,0.2870671473983811,0.1724061901413732,-0.10226981309711743,-0.29843316985058954,lieg+t direkt
Bar,2.370533139893484,0.29989167829395835,0.16558096070628187,-0.10909504253220874,-0.3052583992856808,Bar
direkt bar,2.370533139893484,0.29989167829395835,0.16558096070628187,-0.10909504253220874,-0.3052583992856808,direkt bar
bar groß+er,2.3952572886566568,0.3189152121698799,0.15520519158960208,-0.1194708116488886,-0.31563416840236064,bar groß+er
groß+er ge+werd+en,2.4915615709713217,0.291946756351456,0.1157861932519213,-0.15888980998656926,-0.23715524559917384,groß+er ge+werd+en
scheint,27.67104274346057,-0.14592700997341876,-0.8471179781936301,0.4366250181758496,0.08701691083606145,scheint
ge+werd+en schein+t,2.43680687447045,0.3492563563003336,0.1380073198361081,-0.1366686834023826,-0.33283204015585466,ge+werd+en schein+t
Sonst,3.1125985701343923,0.5980111942180422,0.09088336011867774,-0.38143808955072206,-0.5776014463041941,Sonst
sonst ge+bleib+en,2.512420305405427,0.39980726952137663,0.10744929045611476,-0.16722671278237577,-0.3633900695358478,sonst ge+bleib+en
wi…,10.116624278664583,-0.17269881154570887,-0.0944329472924904,0.07151410239812687,0.10491366385300606,wi…
ge+bleib+en wi…,2.5576828453313416,0.42753269641758523,0.08959413403284004,-0.1850818692056506,-0.3812452259591226,ge+bleib+en wi…
wi… mein+e,2.577892365926172,0.4393616167614321,0.08172369144960528,-0.19295231178888528,-0.38911566854235724,wi… mein+e
ideale,7.188198305915501,0.4059750953681964,-0.016616401600503882,-0.2983215252702842,-0.23156737883811976,ideale
mein+e ideal+e,2.6134981220213813,0.4594341293835802,0.06800624349448102,-0.2066697597440096,-0.4028331164974817,mein+e ideal+e
Vorstellung,3.6881534431207967,0.16306823384572597,-0.2764300667844943,-0.5511060700229848,0.16644166610467867,Vorstellung
ideal+e vorstellung,2.666270577776231,0.4875134360811974,0.04801513545097711,-0.22666086778751335,-0.4228242245409855,ideal+e vorstellung
verklärten,2.9362180000060487,0.6062464417387756,-0.04842651458246074,-0.3231025178209512,-0.5192658745744233,verklärten
vorstellung verklär+t+en,2.9362180000060487,0.6062464417387756,-0.04842651458246074,-0.3231025178209512,-0.5192658745744233,vorstellung verklär+t+en
verklär+t+en sommer+s,3.661866716383538,0.8043802420467882,-0.2692772050934243,-0.5439532083319149,-0.7401165650853869,verklär+t+en sommer+s
sommer+s heute,2.8267072776590805,0.5624622064626112,-0.01041668403224703,-0.2850926872707375,-0.4812560440242098,sommer+s heute
geprägt,6.9781085125395785,0.05070819807721052,-0.047148847056881216,0.03646031327957011,-0.03162156224156334,geprägt
heute ge+präg+t,2.7382371847824665,0.5229186584220479,0.021381493961645334,-0.2532945092768453,-0.44945786603031745,heute ge+präg+t
ge+präg+t lang+en,2.600815797053795,0.45239348921503536,0.0728706801864874,-0.20180532305200333,-0.39796867980547534,ge+präg+t lang+en
Reisen,7.591995206164274,0.5702710575760802,0.11872497829388937,0.1298786473102583,-0.9849642927647473,Reisen
lang+en reise+n,2.56251063513322,0.43038823138750815,0.08770834934481726,-0.1869676538936733,-0.3831310106471454,lang+en reise+n
reise+n süden,2.505449689970571,0.39537764019893046,0.11022760871671448,-0.16444839452177612,-0.36061175127524814,reise+n süden
weinroten,2.4617653227132803,0.36657249044018014,0.1278171406528507,-0.14685886258563982,-0.3430222193391119,weinroten
süden wein+rot+en,2.4617653227132803,0.36657249044018014,0.1278171406528507,-0.14685886258563982,-0.3430222193391119,süden wein+rot+en
Audi,6.577227821906677,-0.3422247860691341,1.1182681056227406,-1.129593512044173,-0.5137142265742314,Audi
wein+rot+en audi,2.4388868258538716,0.35072456660217327,0.13715412780336975,-0.13752187543512065,-0.33368523218859275,wein+rot+en audi
audi 100,2.428814753805688,0.3435711376477324,0.14129246137115825,-0.13338354186733237,-0.3295468986208043,audi 100
Tauernautobahn,2.399718194946423,0.32226815454894503,0.15334453240916968,-0.12133147082932103,-0.3174948275827931,Tauernautobahn
vor tauernautobah+n,2.399718194946423,0.32226815454894503,0.15334453240916968,-0.12133147082932103,-0.3174948275827931,vor tauernautobah+n
Rücken,4.419042159197464,0.09067842195249184,-0.4572271224449108,0.6506498809868697,-0.38405625396436377,Rücken
tauernautobah+n rücken,2.3693764735349,0.2989829567613758,0.16606901489966405,-0.10860698833882657,-0.3047703450922986,tauernautobah+n rücken
Vaters,2.3574367447323628,0.28950144126727834,0.1711209404338271,-0.10355506280466353,-0.2997184195581357,Vaters
rücken vater+s,2.3574367447323628,0.28950144126727834,0.1711209404338271,-0.10355506280466353,-0.2997184195581357,rücken vater+s
Hände…,2.3458404693491723,0.2801120983456737,0.176052097307455,-0.09862390593103554,-0.2947872626845077,Hände…
vater+s hände…,2.3458404693491723,0.2801120983456737,0.176052097307455,-0.09862390593103554,-0.2947872626845077,vater+s hände…
+15797,2.3388078477879506,0.2743288063475964,0.17905451130658182,-0.09562149193190886,-0.291784848685381,+15797
hände… +15797,2.3388078477879506,0.2743288063475964,0.17905451130658182,-0.09562149193190886,-0.291784848685381,hände… +15797
+15797 char+s,2.3330526014051096,0.26954481280510434,0.1815183046312147,-0.09315769860727591,-0.2893210553607479,+15797 char+s
Romane,3.9361851887575865,0.43426938021024386,-0.6099250270183184,0.626994183395457,-0.8123555439677558,Romane
roman+e stark+e,2.9684998133344527,0.09125980554907105,-0.32776971079238304,0.7106919913274414,-0.5302002277418205,roman+e stark+e
stark+e frau+en,3.9123833642050787,0.14187724943483523,-0.6038597433020214,0.8888527875527189,-0.8062902602514589,stark+e frau+en
Emanzipation,3.032430977952032,0.09549180639338704,-0.34907759974867286,0.7278183522178525,-0.5515081166981103,Emanzipation
frau+en emanzipation,3.032430977952032,0.09549180639338704,-0.34907759974867286,0.7278183522178525,-0.5515081166981103,frau+en emanzipation
emanzipation bedeut+et,3.0993573982389497,0.09977972126048305,-0.37090779805861607,0.7446528298703233,-0.5733383150080537,emanzipation bedeut+et
Büchern,3.202889645109483,0.10613537526230894,-0.40376641537635166,0.7687272232672063,-0.606196932325789,Büchern
bedeut+et buch+ern,3.202889645109483,0.10613537526230894,-0.40376641537635166,0.7687272232672063,-0.606196932325789,bedeut+et buch+ern
Durchaus,3.322643410763222,0.11308520139471687,-0.4404736731300244,0.7939671354168351,-0.6429041900794619,Durchaus
buch+ern durchaus,3.322643410763222,0.11308520139471687,-0.4404736731300244,0.7939671354168351,-0.6429041900794619,buch+ern durchaus
Männersache,3.4880807696680165,0.12202406391916751,-0.4890646611660486,0.8249563366701246,-0.6914951781154861,Männersache
durchaus mann+er+sache,3.4880807696680165,0.12202406391916751,-0.4890646611660486,0.8249563366701246,-0.6914951781154861,durchaus mann+er+sache
mann+er+sache drei,3.7172208168865737,0.13325282972975838,-0.5526892957836891,0.8618468467786855,-0.7551198127331266,mann+er+sache drei
Beispiele,3.8398580526972887,0.13876618922014086,-0.5851483994188855,0.8792330859481293,-0.7875789163683229,Beispiele
drei beispiel+e,3.8398580526972887,0.13876618922014086,-0.5851483994188855,0.8792330859481293,-0.7875789163683229,drei beispiel+e
beispiel+e aktuell+e,4.73345703892358,0.1707410623966302,-0.7943688095273509,0.9726435757973729,-0.9967993264767883,beispiel+e aktuell+e
aktuell+e blüte,6.634629884371099,0.21005040731886376,-1.1320158828638742,1.0760435901499465,-1.3344463998133116,aktuell+e blüte
Romanen,4.643460479249076,0.16806271534162515,-0.7751728801603169,0.9652240838977196,-0.9776033971097544,Romanen
blüte roman+en,4.643460479249076,0.16806271534162515,-0.7751728801603169,0.9652240838977196,-0.9776033971097544,blüte roman+en
roman+en stark+e,2.9684998133344527,0.09125980554907105,-0.32776971079238304,0.7106919913274414,-0.5302002277418205,roman+en stark+e
frau+en früh+en,3.5646270170730627,0.12591701843145622,-0.5107724237968201,0.8379860875013665,-0.7132029407462575,frau+en früh+en
zwanzigsten,3.7185831190413934,0.2759709281485801,-0.553055712698874,0.7481525083423483,-0.7554862296483116,zwanzigsten
früh+en zwanzig+st+en,3.7185831190413934,0.2759709281485801,-0.553055712698874,0.7481525083423483,-0.7554862296483116,früh+en zwanzig+st+en
